Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.79377746582031,148158800
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.029239654541016,365248800
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.48192596435547,234428400
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.40294647216797,219111200
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.077842712402344,164101200
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.69050216674805,180396400
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.80777359008789,143122800
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.44638442993164,108092800
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.89834976196289,129756800
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.633052825927734,114843600
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.08060073852539,122278800
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.300777435302734,119284800
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.5305290222168,135004000
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.688114166259766,121576000
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.836483001708984,92522400
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.54452896118164,101766000
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.7554817199707,134142000
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.40608215332031,104768400
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.01837158203125,166348800
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.548011779785156,244439200
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.83281326293945,162958400
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.851951599121094,130672400
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,40.983943939208984,125982000
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.68516159057617,144406400
2019-02-06,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,41.699520111083984,112958400
2019-02-07,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,40.90975570678711,126966800
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,40.95783233642578,95280000
2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.7222785949707,83973600
2019-02-12,42.525001525878906,42.75,42.42499923706055,42.72249984741211,41.07320022583008,89134000
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,40.90253829956055,89960800
2019-02-14,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,41.05155563354492,87342800
2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,40.960227966308594,98507200
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.08280563354492,75891200
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.34718322753906,104457600
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.11404800415039,68998800
2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,41.573116302490234,75652800
2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,41.875953674316406,87493600
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,41.89999008178711,68280800
